"GeneID" "Cluster"
"482" "YDR051C" "cluster3"
"483" "YDR054C" "cluster5"
"484" "YDR055W" "cluster2"
"485" "YDR058C" "cluster5"
"486" "YDR060W" "cluster1"
"487" "YDR062W" "cluster3"
"488" "YDR063W" "cluster5"
"489" "YDR064W" "cluster1"
"490" "YDR065W" "cluster3"
"491" "YDR068W" "cluster5"
"492" "YDR069C" "cluster4"
"493" "YDR070C" "cluster8"
"494" "YDR071C" "cluster3"
"495" "YDR072C" "cluster3"
"496" "YDR074W" "cluster2"
"497" "YDR077W" "cluster2"
"498" "YDR083W" "cluster1"
"499" "YDR084C" "cluster5"
"500" "YDR085C" "cluster4"
"501" "YDR086C" "cluster3"
"502" "YDR087C" "cluster1"
"503" "YDR089W" "cluster3"
"504" "YDR090C" "cluster3"
"505" "YDR091C" "cluster1"
"506" "YDR092W" "cluster3"
"507" "YDR093W" "cluster3"
"508" "YDR097C" "cluster3"
"509" "YDR098C" "cluster3"
"510" "YDR100W" "cluster4"
"511" "YDR101C" "cluster1"
"512" "YDR103W" "cluster3"
"513" "YDR105C" "cluster5"
"514" "YDR106W" "cluster2"
"515" "YDR109C" "cluster3"
"516" "YDR113C" "cluster3"
"517" "YDR119W" "cluster3"
"518" "YDR119W-A" "cluster8"
"519" "YDR120C" "cluster1"
"520" "YDR122W" "cluster5"
"521" "YDR123C" "cluster6"
"522" "YDR124W" "cluster4"
"523" "YDR125C" "cluster4"
"524" "YDR127W" "cluster3"
"525" "YDR129C" "cluster5"
"526" "YDR130C" "cluster5"
"527" "YDR133C" "cluster7"
"528" "YDR146C" "cluster3"
"529" "YDR150W" "cluster5"
"530" "YDR155C" "cluster2"
"531" "YDR158W" "cluster6"
"532" "YDR161W" "cluster1"
"533" "YDR164C" "cluster3"
"534" "YDR165W" "cluster1"
"535" "YDR167W" "cluster3"
"536" "YDR169C" "cluster5"
"537" "YDR170W-A" "cluster4"
"538" "YDR171W" "cluster8"
"539" "YDR172W" "cluster3"
"540" "YDR173C" "cluster5"
