"GeneID" "Cluster"
"723" "YEL055C" "cluster8"
"724" "YEL058W" "cluster1"
"725" "YEL060C" "cluster4"
"726" "YEL061C" "cluster1"
"727" "YEL063C" "cluster3"
"728" "YEL064C" "cluster3"
"729" "YEL065W" "cluster5"
"730" "YEL066W" "cluster7"
"731" "YEL067C" "cluster4"
"732" "YEL070W" "cluster11"
"733" "YEL071W" "cluster5"
"734" "YEL077C" "cluster7"
"735" "YER001W" "cluster1"
"736" "YER002W" "cluster9"
"737" "YER003C" "cluster1"
"738" "YER004W" "cluster7"
"739" "YER006W" "cluster9"
"740" "YER007C-A" "cluster8"
"741" "YER007W" "cluster3"
"742" "YER008C" "cluster3"
"743" "YER009W" "cluster10"
"744" "YER010C" "cluster2"
"745" "YER011W" "cluster13"
"746" "YER013W" "cluster3"
"747" "YER014W" "cluster6"
"748" "YER015W" "cluster4"
"749" "YER017C" "cluster3"
"750" "YER018C" "cluster2"
"751" "YER019W" "cluster3"
"752" "YER020W" "cluster6"
"753" "YER021W" "cluster3"
"754" "YER025W" "cluster8"
"755" "YER027C" "cluster3"
"756" "YER028C" "cluster5"
"757" "YER030W" "cluster2"
"758" "YER031C" "cluster1"
"759" "YER032W" "cluster1"
"760" "YER033C" "cluster6"
"761" "YER036C" "cluster8"
"762" "YER043C" "cluster10"
"763" "YER045C" "cluster7"
"764" "YER048W-A" "cluster3"
"765" "YER049W" "cluster8"
"766" "YER051W" "cluster2"
"767" "YER052C" "cluster5"
"768" "YER053C" "cluster4"
"769" "YER053C-A" "cluster11"
"770" "YER054C" "cluster11"
"771" "YER055C" "cluster8"
"772" "YER056C" "cluster5"
"773" "YER056C-A" "cluster10"
"774" "YER057C" "cluster2"
"775" "YER058W" "cluster7"
"776" "YER060W" "cluster1"
"777" "YER060W-A" "cluster7"
"778" "YER061C" "cluster2"
"779" "YER062C" "cluster4"
"780" "YER064C" "cluster1"
"781" "YER069W" "cluster7"
"782" "YER070W" "cluster5"
"783" "YER071C" "cluster3"
"784" "YER072W" "cluster5"
"785" "YER073W" "cluster5"
"786" "YER074W" "cluster10"
"787" "YER076C" "cluster2"
"788" "YER077C" "cluster1"
"789" "YER078C" "cluster3"
"790" "YER081W" "cluster4"
"791" "YER082C" "cluster8"
"792" "YER083C" "cluster1"
"793" "YER086W" "cluster8"
"794" "YER087C-B" "cluster1"
"795" "YER090W" "cluster1"
"796" "YER091C" "cluster5"
"797" "YER094C" "cluster3"
"798" "YER095W" "cluster7"
"799" "YER101C" "cluster6"
"800" "YER102W" "cluster10"
"801" "YER104W" "cluster2"
"802" "YER110C" "cluster9"
"803" "YER111C" "cluster3"
"804" "YER116C" "cluster2"
"805" "YER117W" "cluster10"
"806" "YER119C" "cluster6"
"807" "YER121W" "cluster11"
"808" "YER123W" "cluster1"
"809" "YER124C" "cluster5"
"810" "YER126C" "cluster9"
